Data,NomeDia,TCC Faturamento Realizado,TCC Faturamento Projetado Power BI
2021-02-28 00:00:00,DOMINGO,,R$ 149072
2021-03-01 00:00:00,SEGUNDA-FEIRA,R$ 3311,R$ 102627
2021-03-02 00:00:00,TERÇA-FEIRA,R$ 649,R$ 61378
2021-03-03 00:00:00,QUARTA-FEIRA,R$ 1971,R$ 61287
2021-03-04 00:00:00,QUINTA-FEIRA,R$ 4640,R$ 81926
2021-03-05 00:00:00,SEXTA-FEIRA,R$ 5048,R$ 96841
2021-03-06 00:00:00,SÁBADO,,R$ 80701
2021-03-07 00:00:00,DOMINGO,,R$ 69172
2021-03-08 00:00:00,SEGUNDA-FEIRA,R$ 5283,R$ 80997
2021-03-09 00:00:00,TERÇA-FEIRA,R$ 5743,R$ 91779
2021-03-10 00:00:00,QUARTA-FEIRA,R$ 11709,R$ 118900
2021-03-11 00:00:00,QUINTA-FEIRA,R$ 4400,R$ 120491
2021-03-12 00:00:00,SEXTA-FEIRA,R$ 321,R$ 111279
2021-03-13 00:00:00,SÁBADO,,R$ 102719
2021-03-14 00:00:00,DOMINGO,,R$ 95382
2021-03-15 00:00:00,SEGUNDA-FEIRA,R$ 2018,R$ 93193
2021-03-16 00:00:00,TERÇA-FEIRA,R$ 8530,R$ 103896
2021-03-17 00:00:00,QUARTA-FEIRA,R$ 6232,R$ 109148
2021-03-18 00:00:00,QUINTA-FEIRA,R$ 3631,R$ 109337
2021-03-19 00:00:00,SEXTA-FEIRA,R$ 4072,R$ 110227
2021-03-20 00:00:00,SÁBADO,,R$ 104716
2021-03-21 00:00:00,DOMINGO,,R$ 99729
2021-03-22 00:00:00,SEGUNDA-FEIRA,R$ 4582,R$ 101652
2021-03-23 00:00:00,TERÇA-FEIRA,R$ 4533,R$ 103342
2021-03-24 00:00:00,QUARTA-FEIRA,R$ 6995,R$ 108072
2021-03-25 00:00:00,QUINTA-FEIRA,R$ 1944,R$ 106159
2021-03-26 00:00:00,SEXTA-FEIRA,R$ 850,R$ 103090
2021-03-27 00:00:00,SÁBADO,,R$ 99272
2021-03-28 00:00:00,DOMINGO,,R$ 95727
2021-03-29 00:00:00,SEGUNDA-FEIRA,R$ 2709,R$ 95322
2021-03-30 00:00:00,TERÇA-FEIRA,R$ 10066,R$ 102546
2021-03-31 00:00:00,QUARTA-FEIRA,R$ 9344,R$ 108582
2021-04-01 00:00:00,QUINTA-FEIRA,R$ 2058,R$ 61746
2021-04-02 00:00:00,SEXTA-FEIRA,,R$ 30873
2021-04-03 00:00:00,SÁBADO,R$ 1071,R$ 31290
2021-04-04 00:00:00,DOMINGO,,R$ 23467
2021-04-05 00:00:00,SEGUNDA-FEIRA,R$ 5543,R$ 52030
2021-04-06 00:00:00,TERÇA-FEIRA,R$ 3507,R$ 60895
2021-04-07 00:00:00,QUARTA-FEIRA,R$ 6888,R$ 81714
2021-04-08 00:00:00,QUINTA-FEIRA,R$ 3384,R$ 84189
2021-04-09 00:00:00,SEXTA-FEIRA,R$ 3196,R$ 85489
2021-04-10 00:00:00,SÁBADO,,R$ 76940
2021-04-11 00:00:00,DOMINGO,,R$ 69946
2021-04-12 00:00:00,SEGUNDA-FEIRA,R$ 13770,R$ 98542
2021-04-13 00:00:00,TERÇA-FEIRA,R$ 1979,R$ 95528
2021-04-14 00:00:00,QUARTA-FEIRA,R$ 8515,R$ 106952
2021-04-15 00:00:00,QUINTA-FEIRA,R$ 8412,R$ 116645
2021-04-16 00:00:00,SEXTA-FEIRA,R$ 2397,R$ 113850
2021-04-17 00:00:00,SÁBADO,,R$ 107153
2021-04-18 00:00:00,DOMINGO,,R$ 101200
2021-04-19 00:00:00,SEGUNDA-FEIRA,R$ 8506,R$ 109304
2021-04-20 00:00:00,TERÇA-FEIRA,R$ 7384,R$ 114915
2021-04-21 00:00:00,QUARTA-FEIRA,,R$ 109443
2021-04-22 00:00:00,QUINTA-FEIRA,R$ 15126,R$ 125095
2021-04-23 00:00:00,SEXTA-FEIRA,R$ 2952,R$ 123506
2021-04-24 00:00:00,SÁBADO,,R$ 118360
2021-04-25 00:00:00,DOMINGO,,R$ 113626
2021-04-26 00:00:00,SEGUNDA-FEIRA,R$ 4185,R$ 114085
2021-04-27 00:00:00,TERÇA-FEIRA,R$ 4769,R$ 115158
2021-04-28 00:00:00,QUARTA-FEIRA,R$ 15845,R$ 128022
2021-04-29 00:00:00,QUINTA-FEIRA,R$ 2838,R$ 126543
2021-04-30 00:00:00,SEXTA-FEIRA,R$ 3546,R$ 125871
2021-05-03 00:00:00,SEGUNDA-FEIRA,R$ 233,R$ 2411
2021-05-04 00:00:00,TERÇA-FEIRA,R$ 9144,R$ 72677
2021-05-05 00:00:00,QUARTA-FEIRA,R$ 13477,R$ 141701
2021-05-06 00:00:00,QUINTA-FEIRA,R$ 4321,R$ 140412
2021-05-07 00:00:00,SEXTA-FEIRA,R$ 8079,R$ 156130
2021-05-08 00:00:00,SÁBADO,,R$ 136614
2021-05-09 00:00:00,DOMINGO,,R$ 121434
2021-05-10 00:00:00,SEGUNDA-FEIRA,R$ 1416,R$ 113680
2021-05-11 00:00:00,TERÇA-FEIRA,R$ 5871,R$ 119892
2021-05-12 00:00:00,QUARTA-FEIRA,R$ 7756,R$ 129939
2021-05-13 00:00:00,QUINTA-FEIRA,R$ 2336,R$ 125513
2021-05-14 00:00:00,SEXTA-FEIRA,R$ 2437,R$ 121944
2021-05-15 00:00:00,SÁBADO,,R$ 113814
2021-05-16 00:00:00,DOMINGO,,R$ 106701
2021-05-17 00:00:00,SEGUNDA-FEIRA,R$ 1903,R$ 103895
2021-05-18 00:00:00,TERÇA-FEIRA,R$ 10143,R$ 115591
2021-05-19 00:00:00,QUARTA-FEIRA,R$ 2435,R$ 113481
2021-05-20 00:00:00,QUINTA-FEIRA,R$ 2228,R$ 111260
2021-05-21 00:00:00,SEXTA-FEIRA,R$ 2179,R$ 109179
2021-05-22 00:00:00,SÁBADO,,R$ 104216
2021-05-23 00:00:00,DOMINGO,,R$ 99685
2021-05-24 00:00:00,SEGUNDA-FEIRA,,R$ 95531
2021-05-25 00:00:00,TERÇA-FEIRA,R$ 10947,R$ 105284
2021-05-26 00:00:00,QUARTA-FEIRA,R$ 11154,R$ 114534
2021-05-27 00:00:00,QUINTA-FEIRA,R$ 4726,R$ 115718
2021-05-28 00:00:00,SEXTA-FEIRA,R$ 1404,R$ 113139
2021-05-29 00:00:00,SÁBADO,,R$ 109238
2021-05-30 00:00:00,DOMINGO,,R$ 105597
2021-05-31 00:00:00,SEGUNDA-FEIRA,R$ 2903,R$ 105094
2021-06-01 00:00:00,TERÇA-FEIRA,R$ 6058,R$ 181742
2021-06-02 00:00:00,QUARTA-FEIRA,R$ 2754,R$ 132184
2021-06-03 00:00:00,QUINTA-FEIRA,,R$ 88123
2021-06-04 00:00:00,SEXTA-FEIRA,R$ 7510,R$ 122416
2021-06-05 00:00:00,SÁBADO,,R$ 97933
2021-06-06 00:00:00,DOMINGO,,R$ 81611
2021-06-07 00:00:00,SEGUNDA-FEIRA,R$ 5949,R$ 95447
2021-06-08 00:00:00,TERÇA-FEIRA,R$ 4367,R$ 99892
2021-06-09 00:00:00,QUARTA-FEIRA,R$ 12963,R$ 132002
2021-06-10 00:00:00,QUINTA-FEIRA,R$ 1913,R$ 124541
2021-06-11 00:00:00,SEXTA-FEIRA,R$ 3494,R$ 122749
2021-06-12 00:00:00,SÁBADO,R$ 3395,R$ 121007
2021-06-13 00:00:00,DOMINGO,,R$ 111699
2021-06-14 00:00:00,SEGUNDA-FEIRA,R$ 2865,R$ 109859
2021-06-15 00:00:00,TERÇA-FEIRA,R$ 8209,R$ 118954
2021-06-16 00:00:00,QUARTA-FEIRA,R$ 2986,R$ 117117
2021-06-17 00:00:00,QUINTA-FEIRA,R$ 7132,R$ 122813
2021-06-18 00:00:00,SEXTA-FEIRA,R$ 3391,R$ 121642
2021-06-19 00:00:00,SÁBADO,,R$ 115239
2021-06-20 00:00:00,DOMINGO,,R$ 109477
2021-06-21 00:00:00,SEGUNDA-FEIRA,R$ 1289,R$ 106106
2021-06-22 00:00:00,TERÇA-FEIRA,R$ 5674,R$ 109020
2021-06-23 00:00:00,QUARTA-FEIRA,R$ 5383,R$ 111301
2021-06-24 00:00:00,QUINTA-FEIRA,R$ 6222,R$ 114442
2021-06-25 00:00:00,SEXTA-FEIRA,R$ 4282,R$ 115003
2021-06-26 00:00:00,SÁBADO,R$ 4097,R$ 115307
2021-06-27 00:00:00,DOMINGO,,R$ 111037
2021-06-28 00:00:00,SEGUNDA-FEIRA,R$ 2107,R$ 109329
2021-06-29 00:00:00,TERÇA-FEIRA,R$ 5489,R$ 111238
2021-06-30 00:00:00,QUARTA-FEIRA,R$ 4808,R$ 112338
2021-07-01 00:00:00,QUINTA-FEIRA,R$ 3566,R$ 110547
2021-07-02 00:00:00,SEXTA-FEIRA,R$ 4760,R$ 129050
2021-07-03 00:00:00,SÁBADO,,R$ 86034
2021-07-04 00:00:00,DOMINGO,,R$ 64525
2021-07-05 00:00:00,SEGUNDA-FEIRA,R$ 254,R$ 53195
2021-07-06 00:00:00,TERÇA-FEIRA,R$ 11376,R$ 103108
2021-07-07 00:00:00,QUARTA-FEIRA,R$ 5954,R$ 114744
2021-07-08 00:00:00,QUINTA-FEIRA,R$ 11264,R$ 144051
2021-07-09 00:00:00,SEXTA-FEIRA,R$ 4275,R$ 142769
2021-07-10 00:00:00,SÁBADO,R$ 1317,R$ 132574
2021-07-11 00:00:00,DOMINGO,,R$ 120522
2021-07-12 00:00:00,SEGUNDA-FEIRA,R$ 6373,R$ 126942
2021-07-13 00:00:00,TERÇA-FEIRA,R$ 8104,R$ 136502
2021-07-14 00:00:00,QUARTA-FEIRA,R$ 8763,R$ 146155
2021-07-15 00:00:00,QUINTA-FEIRA,R$ 9211,R$ 155447
2021-07-16 00:00:00,SEXTA-FEIRA,R$ 4893,R$ 155212
2021-07-17 00:00:00,SÁBADO,,R$ 146082
2021-07-18 00:00:00,DOMINGO,,R$ 137966
2021-07-19 00:00:00,SEGUNDA-FEIRA,R$ 2397,R$ 134616
2021-07-20 00:00:00,TERÇA-FEIRA,R$ 7799,R$ 139973
2021-07-21 00:00:00,QUARTA-FEIRA,R$ 11068,R$ 149645
2021-07-22 00:00:00,QUINTA-FEIRA,R$ 13642,R$ 162066
2021-07-23 00:00:00,SEXTA-FEIRA,R$ 16189,R$ 176839
2021-07-24 00:00:00,SÁBADO,,R$ 169471
2021-07-25 00:00:00,DOMINGO,,R$ 162692
2021-07-26 00:00:00,SEGUNDA-FEIRA,R$ 5259,R$ 162705
2021-07-27 00:00:00,TERÇA-FEIRA,R$ 4844,R$ 162241
2021-07-28 00:00:00,QUARTA-FEIRA,R$ 9198,R$ 166630
2021-07-29 00:00:00,QUINTA-FEIRA,R$ 12585,R$ 174337
2021-07-30 00:00:00,SEXTA-FEIRA,R$ 12626,R$ 181572
2021-07-31 00:00:00,SÁBADO,,R$ 175715
2021-08-02 00:00:00,SEGUNDA-FEIRA,R$ 1749,R$ 27107
2021-08-03 00:00:00,TERÇA-FEIRA,R$ 11870,R$ 140723
2021-08-04 00:00:00,QUARTA-FEIRA,R$ 9078,R$ 175899
2021-08-05 00:00:00,QUINTA-FEIRA,R$ 6352,R$ 180104
2021-08-06 00:00:00,SEXTA-FEIRA,R$ 8283,R$ 192884
2021-08-07 00:00:00,SÁBADO,R$ 2784,R$ 177658
2021-08-08 00:00:00,DOMINGO,,R$ 155451
2021-08-09 00:00:00,SEGUNDA-FEIRA,R$ 9408,R$ 170584
2021-08-10 00:00:00,TERÇA-FEIRA,R$ 6105,R$ 172450
2021-08-11 00:00:00,QUARTA-FEIRA,R$ 8766,R$ 181476
2021-08-12 00:00:00,QUINTA-FEIRA,R$ 12023,R$ 197414
2021-08-13 00:00:00,SEXTA-FEIRA,R$ 9606,R$ 205135
2021-08-14 00:00:00,SÁBADO,R$ 1289,R$ 193337
2021-08-15 00:00:00,DOMINGO,,R$ 180447
2021-08-16 00:00:00,SEGUNDA-FEIRA,R$ 4906,R$ 178674
2021-08-17 00:00:00,TERÇA-FEIRA,R$ 15541,R$ 196504
2021-08-18 00:00:00,QUARTA-FEIRA,R$ 7078,R$ 197777
2021-08-19 00:00:00,QUINTA-FEIRA,R$ 11460,R$ 206066
2021-08-20 00:00:00,SEXTA-FEIRA,,R$ 195763
2021-08-21 00:00:00,SÁBADO,R$ 1578,R$ 188771
2021-08-22 00:00:00,DOMINGO,,R$ 180190
2021-08-23 00:00:00,SEGUNDA-FEIRA,R$ 2041,R$ 175107
2021-08-24 00:00:00,TERÇA-FEIRA,R$ 10366,R$ 181200
2021-08-25 00:00:00,QUARTA-FEIRA,R$ 12660,R$ 189650
2021-08-26 00:00:00,QUINTA-FEIRA,R$ 10415,R$ 194774
2021-08-27 00:00:00,SEXTA-FEIRA,R$ 5238,R$ 193574
2021-08-28 00:00:00,SÁBADO,R$ 390,R$ 187092
2021-08-29 00:00:00,DOMINGO,,R$ 180641
2021-08-30 00:00:00,SEGUNDA-FEIRA,R$ 13755,R$ 188833
2021-08-31 00:00:00,TERÇA-FEIRA,R$ 17149,R$ 199891
2021-09-01 00:00:00,QUARTA-FEIRA,R$ 9817,R$ 294514
2021-09-02 00:00:00,QUINTA-FEIRA,R$ 19815,R$ 444484
2021-09-03 00:00:00,SEXTA-FEIRA,R$ 10595,R$ 402273
2021-09-04 00:00:00,SÁBADO,R$ 1505,R$ 312993
2021-09-05 00:00:00,DOMINGO,,R$ 250394
2021-09-06 00:00:00,SEGUNDA-FEIRA,R$ 4934,R$ 233334
2021-09-07 00:00:00,TERÇA-FEIRA,,R$ 200001
2021-09-08 00:00:00,QUARTA-FEIRA,R$ 11901,R$ 219630
2021-09-09 00:00:00,QUINTA-FEIRA,R$ 7758,R$ 221089
2021-09-10 00:00:00,SEXTA-FEIRA,R$ 4634,R$ 212883
2021-09-11 00:00:00,SÁBADO,,R$ 193530
2021-09-12 00:00:00,DOMINGO,,R$ 177402
2021-09-13 00:00:00,SEGUNDA-FEIRA,R$ 8663,R$ 183746
2021-09-14 00:00:00,TERÇA-FEIRA,R$ 8747,R$ 189365
2021-09-15 00:00:00,QUARTA-FEIRA,R$ 16515,R$ 209772
2021-09-16 00:00:00,QUINTA-FEIRA,R$ 10355,R$ 216077
2021-09-17 00:00:00,SEXTA-FEIRA,R$ 9782,R$ 220629
2021-09-18 00:00:00,SÁBADO,R$ 402,R$ 209042
2021-09-19 00:00:00,DOMINGO,,R$ 198040
2021-09-20 00:00:00,SEGUNDA-FEIRA,,R$ 188138
2021-09-21 00:00:00,TERÇA-FEIRA,R$ 7071,R$ 189280
2021-09-22 00:00:00,QUARTA-FEIRA,R$ 11578,R$ 196465
2021-09-23 00:00:00,QUINTA-FEIRA,R$ 8374,R$ 198846
2021-09-24 00:00:00,SEXTA-FEIRA,R$ 9391,R$ 202299
2021-09-25 00:00:00,SÁBADO,R$ 2850,R$ 197627
2021-09-26 00:00:00,DOMINGO,,R$ 190026
2021-09-27 00:00:00,SEGUNDA-FEIRA,R$ 11005,R$ 195216
2021-09-28 00:00:00,TERÇA-FEIRA,R$ 7705,R$ 196499
2021-09-29 00:00:00,QUARTA-FEIRA,R$ 14203,R$ 204416
2021-09-30 00:00:00,QUINTA-FEIRA,R$ 31675,R$ 229277
2021-10-01 00:00:00,SEXTA-FEIRA,R$ 2173,R$ 67355
2021-10-02 00:00:00,SÁBADO,R$ 849,R$ 46837
2021-10-03 00:00:00,DOMINGO,,R$ 31225
2021-10-04 00:00:00,SEGUNDA-FEIRA,R$ 6446,R$ 73372
2021-10-05 00:00:00,TERÇA-FEIRA,R$ 7962,R$ 108061
2021-10-06 00:00:00,QUARTA-FEIRA,R$ 13667,R$ 160665
2021-10-07 00:00:00,QUINTA-FEIRA,R$ 11296,R$ 187737
2021-10-08 00:00:00,SEXTA-FEIRA,R$ 6204,R$ 188309
2021-10-09 00:00:00,SÁBADO,R$ 255,R$ 168264
2021-10-10 00:00:00,DOMINGO,R$ 1023,R$ 154607
2021-10-11 00:00:00,SEGUNDA-FEIRA,R$ 5846,R$ 157027
2021-10-12 00:00:00,TERÇA-FEIRA,,R$ 143941
2021-10-13 00:00:00,QUARTA-FEIRA,R$ 13097,R$ 164100
2021-10-14 00:00:00,QUINTA-FEIRA,R$ 28019,R$ 214421
2021-10-15 00:00:00,SEXTA-FEIRA,R$ 10584,R$ 222001
2021-10-16 00:00:00,SÁBADO,,R$ 208126
2021-10-17 00:00:00,DOMINGO,,R$ 195883
2021-10-18 00:00:00,SEGUNDA-FEIRA,R$ 3390,R$ 190838
2021-10-19 00:00:00,TERÇA-FEIRA,R$ 7142,R$ 192447
2021-10-20 00:00:00,QUARTA-FEIRA,R$ 8208,R$ 195547
2021-10-21 00:00:00,QUINTA-FEIRA,R$ 8507,R$ 198794
2021-10-22 00:00:00,SEXTA-FEIRA,R$ 6951,R$ 199552
2021-10-23 00:00:00,SÁBADO,R$ 2638,R$ 194432
2021-10-24 00:00:00,DOMINGO,,R$ 186330
2021-10-25 00:00:00,SEGUNDA-FEIRA,R$ 4223,R$ 184114
2021-10-26 00:00:00,TERÇA-FEIRA,R$ 24962,R$ 206796
2021-10-27 00:00:00,QUARTA-FEIRA,R$ 16162,R$ 217693
2021-10-28 00:00:00,QUINTA-FEIRA,R$ 23776,R$ 236241
2021-10-29 00:00:00,SEXTA-FEIRA,R$ 10333,R$ 239140
2021-10-30 00:00:00,SÁBADO,R$ 2404,R$ 233653
2021-10-31 00:00:00,DOMINGO,,R$ 226116
2021-11-01 00:00:00,SEGUNDA-FEIRA,R$ 16425,R$ 492754
2021-11-02 00:00:00,TERÇA-FEIRA,,R$ 246377
2021-11-03 00:00:00,QUARTA-FEIRA,R$ 25183,R$ 416083
2021-11-04 00:00:00,QUINTA-FEIRA,R$ 22409,R$ 480128
2021-11-05 00:00:00,SEXTA-FEIRA,R$ 12373,R$ 458339
2021-11-06 00:00:00,SÁBADO,R$ 1970,R$ 391799
2021-11-07 00:00:00,DOMINGO,,R$ 335827
2021-11-08 00:00:00,SEGUNDA-FEIRA,R$ 13488,R$ 344430
2021-11-09 00:00:00,TERÇA-FEIRA,R$ 25030,R$ 389594
2021-11-10 00:00:00,QUARTA-FEIRA,R$ 28732,R$ 436829
2021-11-11 00:00:00,QUINTA-FEIRA,R$ 11584,R$ 428710
2021-11-12 00:00:00,SEXTA-FEIRA,R$ 8815,R$ 415021
2021-11-13 00:00:00,SÁBADO,,R$ 383097
2021-11-14 00:00:00,DOMINGO,,R$ 355733
2021-11-15 00:00:00,SEGUNDA-FEIRA,,R$ 332017
2021-11-16 00:00:00,TERÇA-FEIRA,R$ 18615,R$ 346168
2021-11-17 00:00:00,QUARTA-FEIRA,R$ 37361,R$ 391737
2021-11-18 00:00:00,QUINTA-FEIRA,R$ 8229,R$ 383688
2021-11-19 00:00:00,SEXTA-FEIRA,R$ 19838,R$ 394818
2021-11-20 00:00:00,SÁBADO,R$ 1165,R$ 376825
2021-11-21 00:00:00,DOMINGO,R$ 28,R$ 358921
2021-11-22 00:00:00,SEGUNDA-FEIRA,R$ 22672,R$ 373522
2021-11-23 00:00:00,TERÇA-FEIRA,R$ 9011,R$ 369035
2021-11-24 00:00:00,QUARTA-FEIRA,R$ 30426,R$ 391691
2021-11-25 00:00:00,QUINTA-FEIRA,R$ 30009,R$ 412034
2021-11-26 00:00:00,SEXTA-FEIRA,R$ 8541,R$ 406041
2021-11-27 00:00:00,SÁBADO,R$ 0,R$ 391003
2021-11-28 00:00:00,DOMINGO,,R$ 377038
2021-11-29 00:00:00,SEGUNDA-FEIRA,R$ 12639,R$ 377112
2021-11-30 00:00:00,TERÇA-FEIRA,R$ 31310,R$ 395852
2021-12-01 00:00:00,QUARTA-FEIRA,R$ 25078,R$ 777429
2021-12-02 00:00:00,QUINTA-FEIRA,R$ 30632,R$ 863508
2021-12-03 00:00:00,SEXTA-FEIRA,R$ 7419,R$ 652332
2021-12-04 00:00:00,SÁBADO,R$ 1015,R$ 497115
2021-12-05 00:00:00,DOMINGO,,R$ 397692
2021-12-06 00:00:00,SEGUNDA-FEIRA,R$ 13636,R$ 401861
2021-12-07 00:00:00,TERÇA-FEIRA,R$ 26237,R$ 460645
2021-12-08 00:00:00,QUARTA-FEIRA,R$ 24040,R$ 496218
2021-12-09 00:00:00,QUINTA-FEIRA,R$ 11518,R$ 480756
2021-12-10 00:00:00,SEXTA-FEIRA,R$ 22007,R$ 500902
2021-12-11 00:00:00,SÁBADO,R$ 1905,R$ 460734
2021-12-12 00:00:00,DOMINGO,R$ 1478,R$ 426157
2021-12-13 00:00:00,SEGUNDA-FEIRA,R$ 32328,R$ 470466
2021-12-14 00:00:00,TERÇA-FEIRA,R$ 16015,R$ 472324
2021-12-15 00:00:00,QUARTA-FEIRA,R$ 39763,R$ 523013
2021-12-16 00:00:00,QUINTA-FEIRA,R$ 18423,R$ 526019
2021-12-17 00:00:00,SEXTA-FEIRA,R$ 26866,R$ 544066
2021-12-18 00:00:00,SÁBADO,,R$ 513841
2021-12-19 00:00:00,DOMINGO,,R$ 486796
2021-12-20 00:00:00,SEGUNDA-FEIRA,R$ 59046,R$ 553977
2021-12-21 00:00:00,TERÇA-FEIRA,R$ 24460,R$ 563704
2021-12-22 00:00:00,QUARTA-FEIRA,R$ 56992,R$ 618388
2021-12-23 00:00:00,QUINTA-FEIRA,R$ 21610,R$ 620628
2021-12-24 00:00:00,SEXTA-FEIRA,R$ 6808,R$ 603562
2021-12-25 00:00:00,SÁBADO,,R$ 579420
2021-12-26 00:00:00,DOMINGO,,R$ 557134
2021-12-27 00:00:00,SEGUNDA-FEIRA,R$ 46442,R$ 589822
2021-12-28 00:00:00,TERÇA-FEIRA,R$ 27751,R$ 599481
2021-12-29 00:00:00,QUARTA-FEIRA,R$ 49677,R$ 631913
2021-12-30 00:00:00,QUINTA-FEIRA,R$ 13305,R$ 624597
2021-12-31 00:00:00,SEXTA-FEIRA,,R$ 604449
2022-01-04 00:00:00,TERÇA-FEIRA,R$ 12032,R$ 93244
2022-01-05 00:00:00,QUARTA-FEIRA,R$ 29538,R$ 257730
2022-01-06 00:00:00,QUINTA-FEIRA,R$ 19174,R$ 313840
2022-01-07 00:00:00,SEXTA-FEIRA,R$ 11945,R$ 321907
2022-01-08 00:00:00,SÁBADO,,R$ 281669
2022-01-09 00:00:00,DOMINGO,,R$ 250372
2022-01-10 00:00:00,SEGUNDA-FEIRA,R$ 14239,R$ 269476
2022-01-11 00:00:00,TERÇA-FEIRA,R$ 10520,R$ 274626
2022-01-12 00:00:00,QUARTA-FEIRA,R$ 27878,R$ 323760
2022-01-13 00:00:00,QUINTA-FEIRA,R$ 7538,R$ 316830
2022-01-14 00:00:00,SEXTA-FEIRA,R$ 10217,R$ 316823
2022-01-15 00:00:00,SÁBADO,,R$ 295701
2022-01-16 00:00:00,DOMINGO,,R$ 277220
2022-01-17 00:00:00,SEGUNDA-FEIRA,R$ 8820,R$ 276996
2022-01-18 00:00:00,TERÇA-FEIRA,R$ 15161,R$ 287719
2022-01-19 00:00:00,QUARTA-FEIRA,R$ 16472,R$ 299451
2022-01-20 00:00:00,QUINTA-FEIRA,R$ 24701,R$ 322765
2022-01-21 00:00:00,SEXTA-FEIRA,R$ 2294,R$ 310782
2022-01-22 00:00:00,SÁBADO,R$ 307,R$ 297088
2022-01-23 00:00:00,DOMINGO,,R$ 284171
2022-01-24 00:00:00,SEGUNDA-FEIRA,R$ 16026,R$ 293031
2022-01-25 00:00:00,TERÇA-FEIRA,R$ 11429,R$ 295482
2022-01-26 00:00:00,QUARTA-FEIRA,R$ 30553,R$ 320546
2022-01-27 00:00:00,QUINTA-FEIRA,R$ 10938,R$ 321232
2022-01-28 00:00:00,SEXTA-FEIRA,R$ 6759,R$ 317242
2022-01-29 00:00:00,SÁBADO,,R$ 306303
2022-01-30 00:00:00,DOMINGO,,R$ 296093
2022-01-31 00:00:00,SEGUNDA-FEIRA,R$ 16696,R$ 303237
2022-02-01 00:00:00,TERÇA-FEIRA,R$ 19795,R$ 554272
2022-02-02 00:00:00,QUARTA-FEIRA,R$ 6980,R$ 374862
2022-02-03 00:00:00,QUINTA-FEIRA,R$ 15759,R$ 396995
2022-02-04 00:00:00,SEXTA-FEIRA,R$ 3593,R$ 322894
2022-02-05 00:00:00,SÁBADO,R$ 2244,R$ 270879
2022-02-06 00:00:00,DOMINGO,,R$ 225732
2022-02-07 00:00:00,SEGUNDA-FEIRA,R$ 16036,R$ 257627
2022-02-08 00:00:00,TERÇA-FEIRA,R$ 9932,R$ 260187
2022-02-09 00:00:00,QUARTA-FEIRA,R$ 21245,R$ 297373
2022-02-10 00:00:00,QUINTA-FEIRA,R$ 10378,R$ 296695
2022-02-11 00:00:00,SEXTA-FEIRA,R$ 6884,R$ 287247
2022-02-12 00:00:00,SÁBADO,R$ 3992,R$ 272623
2022-02-13 00:00:00,DOMINGO,,R$ 251652
2022-02-14 00:00:00,SEGUNDA-FEIRA,R$ 31314,R$ 296305
2022-02-15 00:00:00,TERÇA-FEIRA,R$ 20753,R$ 315291
2022-02-16 00:00:00,QUARTA-FEIRA,R$ 20182,R$ 330905
2022-02-17 00:00:00,QUINTA-FEIRA,R$ 15372,R$ 336758
2022-02-18 00:00:00,SEXTA-FEIRA,R$ 27064,R$ 360149
2022-02-19 00:00:00,SÁBADO,,R$ 341194
2022-02-20 00:00:00,DOMINGO,,R$ 324134
2022-02-21 00:00:00,SEGUNDA-FEIRA,R$ 4182,R$ 314275
2022-02-22 00:00:00,TERÇA-FEIRA,R$ 25501,R$ 332446
2022-02-23 00:00:00,QUARTA-FEIRA,R$ 17080,R$ 338785
2022-02-24 00:00:00,QUINTA-FEIRA,R$ 13872,R$ 340853
2022-02-25 00:00:00,SEXTA-FEIRA,R$ 16920,R$ 346169
2022-02-26 00:00:00,SÁBADO,R$ 3819,R$ 336967
2022-02-27 00:00:00,DOMINGO,,R$ 324487
2022-02-28 00:00:00,SEGUNDA-FEIRA,,R$ 312898
2022-03-02 00:00:00,QUARTA-FEIRA,R$ 24111,R$ 373715
2022-03-03 00:00:00,QUINTA-FEIRA,R$ 25304,R$ 510614
2022-03-04 00:00:00,SEXTA-FEIRA,R$ 19375,R$ 533116
2022-03-05 00:00:00,SÁBADO,R$ 228,R$ 427907
2022-03-06 00:00:00,DOMINGO,,R$ 356589
2022-03-07 00:00:00,SEGUNDA-FEIRA,R$ 1336,R$ 311566
2022-03-08 00:00:00,TERÇA-FEIRA,R$ 27978,R$ 381036
2022-03-09 00:00:00,QUARTA-FEIRA,R$ 26565,R$ 430199
2022-03-10 00:00:00,QUINTA-FEIRA,R$ 16649,R$ 438792
2022-03-11 00:00:00,SEXTA-FEIRA,R$ 15995,R$ 443980
2022-03-12 00:00:00,SÁBADO,,R$ 406981
2022-03-13 00:00:00,DOMINGO,,R$ 375675
2022-03-14 00:00:00,SEGUNDA-FEIRA,R$ 13621,R$ 379001
2022-03-15 00:00:00,TERÇA-FEIRA,R$ 14583,R$ 383872
2022-03-16 00:00:00,QUARTA-FEIRA,R$ 22163,R$ 402821
2022-03-17 00:00:00,QUINTA-FEIRA,R$ 16145,R$ 408567
2022-03-18 00:00:00,SEXTA-FEIRA,R$ 16441,R$ 414184
2022-03-19 00:00:00,SÁBADO,R$ 1237,R$ 394403
2022-03-20 00:00:00,DOMINGO,,R$ 374683
2022-03-21 00:00:00,SEGUNDA-FEIRA,R$ 9067,R$ 370225
2022-03-22 00:00:00,TERÇA-FEIRA,R$ 11763,R$ 369972
2022-03-23 00:00:00,QUARTA-FEIRA,R$ 10043,R$ 367422
